range_start,range_end,journal,volume,issue,issue_heading,published_date,title,authors,score,priority,lab_relevance,themes,matched_groups,matched_terms,doi,url,review_o,review_x,training_label,reviewer_notes,abstract
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Dec 2025",2025-12-10,Neuronal fatty acid oxidation fuels memory after intensive learning in Drosophila,"Alice Pavlowsky, Bryon Silva, ..., Thomas Preat",11.0,Worth scanning,2,Liver metabolism / MASLD,lipid_metabolism,lipid_metabolism: fatty acid oxidation,10.1038/s42255-025-01416-5,https://doi.org/10.1038/s42255-025-01416-5,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Dec 2025",2025-12-09,Dietary restriction reprograms CD8+ T cell fate to enhance anti-tumour immunity and immunotherapy responses,"Brandon M. Oswald, Lisa M. DeCamp, ..., Russell G. Jones",11.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1038/s42255-025-01415-6,https://doi.org/10.1038/s42255-025-01415-6,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Dec 2025",2025-12-08,Inhibition of IRAK4 by microbial trimethylamine blunts metabolic inflammation and ameliorates glycemic control,"Julien Chilloux, Francois Brial, ..., Marc-Emmanuel Dumas",19.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,"inflammation_immunity: inflammation, metabolic inflammation",10.1038/s42255-025-01413-8,https://doi.org/10.1038/s42255-025-01413-8,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Dec 2025",2025-12-05,Pathway coessentiality mapping reveals complex II is required for de novo purine biosynthesis in acute myeloid leukaemia,"Amy E. Stewart, Derek K. Zachman, ..., Matthew D. Hirschey",3.0,Not relevant,0,,,,10.1038/s42255-025-01410-x,https://doi.org/10.1038/s42255-025-01410-x,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Dec 2025",2025-12-01,Fat sensory cues in early life program central response to food and obesity,"Laura Casanueva Reimon, Ayden Gouveia, ..., Sophie M. Steculorum",28.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,core_disease_context; adipose_axis,core_disease_context: obesity | adipose_axis: adiposity,10.1038/s42255-025-01405-8,https://doi.org/10.1038/s42255-025-01405-8,,,,,"Abstract Maternal obesity predisposes offspring to metabolic diseases. Here, we show that non-nutritive sensory components of a high-fat diet (HFD), beyond its hypercaloric, obesogenic effects, are sufficient to alter metabolic health in the offspring. To dissociate the caloric and sensory components of HFD, we fed dams a bacon-flavoured diet, isonutritional to a normal chow diet but enriched with fat-related odours. Offspring exposed to these fat-related odours during development display metabolic inflexibility and increased adiposity when fed HFD in adulthood independently of maternal metabolic health. Developmental exposure to fat-related odours shifts mesolimbic dopaminergic circuits and Agouti-related peptide (AgRP) hunger neurons’ responses to phenocopy those of obese mice, including a desensitization of AgRP neurons to dietary fat. While neither neonatal optogenetic activation of sensory circuits nor passive exposure to fat-related odours is sufficient to alter metabolic responses to HFD, coupling optogenetic stimulation of sensory circuits with caloric intake exacerbates obesity. Collectively, we report that fat-related sensory cues during development act as signals that can prime central responses to food cues and whole-body metabolism regulation."
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Nov 2025",2025-11-24,Mitochondrial NAD+ drives liver regeneration,,13.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1038/s42255-025-01414-7,https://doi.org/10.1038/s42255-025-01414-7,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Nov 2025",2025-11-20,Hepatocyte mitochondrial NAD+ content is limiting for liver regeneration,"Sarmistha Mukherjee, Ricardo A. Velázquez Aponte, ..., Joseph A. Baur",23.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: hepatocyte, liver",10.1038/s42255-025-01408-5,https://doi.org/10.1038/s42255-025-01408-5,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Nov 2025",2025-11-14,"Glycerol-3-phosphate activates ChREBP, FGF21 transcription and lipogenesis in citrin deficiency","Vinod Tiwari, Byungchang Jin, ..., Charles Brenner",11.0,Worth scanning,2,Liver metabolism / MASLD,lipid_metabolism,lipid_metabolism: lipogenesis,10.1038/s42255-025-01399-3,https://doi.org/10.1038/s42255-025-01399-3,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Nov 2025",2025-11-13,Uridine-sensitized screening identifies demethoxy-coenzyme Q and NUDT5 as regulators of nucleotide synthesis,"Abigail Strefeler, Zakery N. Baker, ..., Alexis A. Jourdain",3.0,Not relevant,0,,,,10.1038/s42255-025-01419-2,https://doi.org/10.1038/s42255-025-01419-2,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Nov 2025",2025-11-12,Impaired cAMP–PKA–CREB1 signalling drives mitochondrial dysfunction in skeletal muscle during cancer cachexia,"Elia Angelino, Lorenza Bodo, ..., Andrea Graziani",3.0,Not relevant,0,,,,10.1038/s42255-025-01397-5,https://doi.org/10.1038/s42255-025-01397-5,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Nov 2025",2025-11-10,Identification of a common ketohexokinase-dependent link driving alcohol intake and alcohol-associated liver disease in mice,"Ana Andres-Hernando, David J. Orlicky, ..., Miguel A. Lanaspa",13.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1038/s42255-025-01402-x,https://doi.org/10.1038/s42255-025-01402-x,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Nov 2025",2025-11-06,Blood methylome signatures in children exposed to maternal type 1 diabetes are linked to protection against islet autoimmunity,"Raffael Ott, Jose Zapardiel-Gonzalo, ..., Sandra Hummel",13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1038/s42255-025-01403-w,https://doi.org/10.1038/s42255-025-01403-w,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Nov 2025",2025-11-06,Maternal type 1 diabetes might protect offspring through epigenetic modifications,,13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1038/s42255-025-01406-7,https://doi.org/10.1038/s42255-025-01406-7,,,,,
all-time,current,Nature Metabolism,7,12,"Volume 7, Issue 12, Oct 2025",2025-10-21,Microbial metabolite indole-3-propionic acid drives mitochondrial respiration in CD4+ T cells to confer protection against intestinal inflammation,"Qing Li, Rodrigo de Oliveira Formiga, ..., Harry Sokol",19.0,Must read,3,Inflammation / immune regulation,inflammation_immunity,"inflammation_immunity: T cell, inflammation",10.1038/s42255-025-01396-6,https://doi.org/10.1038/s42255-025-01396-6,,,,,
all-time,current,Nature Metabolism,7,11,"Volume 7, Issue 11, Oct 2025",2025-10-17,Human genetics of steatotic liver disease: insights into insulin resistance and lipid metabolism,"Rosellina M. Mancina, Luca Valenti, Stefano Romeo",41.0,Must read,3,Liver metabolism / MASLD,core_disease_context; liver_axis; lipid_metabolism,"core_disease_context: insulin resistance | liver_axis: liver, steatotic liver disease | lipid_metabolism: lipid metabolism",10.1038/s42255-025-01394-8,https://doi.org/10.1038/s42255-025-01394-8,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Oct 2025",2025-10-09,Early-life ketone body signalling promotes beige fat biogenesis through changes in histone acetylome and β-hydroxybutyrylome,"Chung-Lin Jiang, Pei-Hsiang Lai, ..., Fu-Jung Lin",13.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: beige fat,10.1038/s42255-025-01378-8,https://doi.org/10.1038/s42255-025-01378-8,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Oct 2025",2025-10-07,Effect of sweeteners and sweetness enhancers on weight management and gut microbiota composition in individuals with overweight or obesity: the SWEET study,"Michelle D. Pang, Louise Kjølbæk, ..., Anne Raben",13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: obesity,10.1038/s42255-025-01381-z,https://doi.org/10.1038/s42255-025-01381-z,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Sep 2025",2025-09-26,Shooting for the stars: caspase-8–meteorin in MASH and fibrosis,"Suchira Gallage, Tabea Bieler, Mathias Heikenwalder",13.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1038/s42255-025-01361-3,https://doi.org/10.1038/s42255-025-01361-3,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Sep 2025",2025-09-26,A non-apoptotic caspase-8–meteorin pathway in hepatocytes promotes MASH fibrosis,"Xiaobo Wang, Mary P. Moore, ..., Ira Tabas",13.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: fibrosis,10.1038/s42255-025-01355-1,https://doi.org/10.1038/s42255-025-01355-1,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Sep 2025",2025-09-25,A salute to innovation: exenatide in diabetes and obesity drug development at Amylin Pharmaceuticals,"James L. Trevaskis, David G. Parkes, Andrew A. Young",23.0,Must read,3,Liver metabolism / MASLD,core_disease_context,"core_disease_context: diabetes, obesity",10.1038/s42255-025-01383-x,https://doi.org/10.1038/s42255-025-01383-x,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Sep 2025",2025-09-23,Cholesterol metabolic reprogramming mediates microglia-induced chronic neuroinflammation and hinders neurorestoration following stroke,"Qiang Zhao, Jiajian Li, ..., Junwei Hao",3.0,Not relevant,0,,,,10.1038/s42255-025-01379-7,https://doi.org/10.1038/s42255-025-01379-7,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-22,Slc7a7 licenses macrophage glutaminolysis for restorative functions in atherosclerosis,"Saloua Benhmammouch, Coraline Borowczyk, ..., Laurent Yvan-Charvet",8.0,Archive only,1,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: macrophage,10.1038/s42255-025-01354-2,https://doi.org/10.1038/s42255-025-01354-2,,,,,
all-time,current,Nature Metabolism,7,10,"Volume 7, Issue 10, Sep 2025",2025-09-18,Redox-dependent liver gluconeogenesis impacts different intensity exercise in mice,"Takahiro Horiuchi, Keizo Kaneko, ..., Hideki Katagiri",13.0,Worth scanning,2,Liver metabolism / MASLD,liver_axis,liver_axis: liver,10.1038/s42255-025-01373-z,https://doi.org/10.1038/s42255-025-01373-z,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-15,Dietary fibre-adapted gut microbiome clears dietary fructose and reverses hepatic steatosis,"Sunhee Jung, Hosung Bae, ..., Cholsoon Jang",23.0,Must read,3,Liver metabolism / MASLD,liver_axis,"liver_axis: hepatic, steatosis",10.1038/s42255-025-01356-0,https://doi.org/10.1038/s42255-025-01356-0,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-10,In vivo itaconate tracing reveals degradation pathway and turnover kinetics,"Hanna F. Willenbockel, Alexander T. Williams, ..., Thekla Cordes",3.0,Not relevant,0,,,,10.1038/s42255-025-01363-1,https://doi.org/10.1038/s42255-025-01363-1,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-09,Common genetic variants modify disease risk and clinical presentation in monogenic diabetes,"Jacques Murray Leech, Robin N. Beaumont, ..., Kashyap A. Patel",13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1038/s42255-025-01372-0,https://doi.org/10.1038/s42255-025-01372-0,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-09,Polygenic determinants of monogenic diabetes,"Rashmi B. Prasad, Tiinamaija Tuomi",13.0,Worth scanning,2,Liver metabolism / MASLD,core_disease_context,core_disease_context: diabetes,10.1038/s42255-025-01380-0,https://doi.org/10.1038/s42255-025-01380-0,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Sep 2025",2025-09-01,ATF6 activation alters colonic lipid metabolism causing tumour-associated microbial adaptation,"Olivia I. Coleman, Adam Sorbie, ..., Dirk Haller",11.0,Worth scanning,2,Liver metabolism / MASLD,lipid_metabolism,lipid_metabolism: lipid metabolism,10.1038/s42255-025-01350-6,https://doi.org/10.1038/s42255-025-01350-6,,,,,
all-time,current,Nature Metabolism,7,9,"Volume 7, Issue 9, Aug 2025",2025-08-22,Dual gains from targeting MondoA in T cells,"Ermei Xie, Guideng Li",11.0,Worth scanning,2,Inflammation / immune regulation,inflammation_immunity,inflammation_immunity: T cell,10.1038/s42255-025-01329-3,https://doi.org/10.1038/s42255-025-01329-3,,,,,
all-time,current,Nature Metabolism,7,8,"Volume 7, Issue 8, Aug 2025",2025-08-19,Lighting up targets of dual agonist therapies for diabetes and obesity,,23.0,Must read,3,Liver metabolism / MASLD,core_disease_context,"core_disease_context: diabetes, obesity",10.1038/s42255-025-01346-2,https://doi.org/10.1038/s42255-025-01346-2,,,,,
all-time,current,Nature Metabolism,7,8,"Volume 7, Issue 8, Aug 2025",2025-08-19,Fluorescent GLP1R/GIPR dual agonist probes reveal cell targets in the pancreas and brain,"Anne de Bray, Anna G. Roberts, ..., David J. Hodson",3.0,Not relevant,0,,,,10.1038/s42255-025-01342-6,https://doi.org/10.1038/s42255-025-01342-6,,,,,
all-time,current,Nature Metabolism,7,8,"Volume 7, Issue 8, Aug 2025",2025-08-01,2-hydroxyglutarate mediates whitening of brown adipocytes coupled to nuclear softening upon mitochondrial dysfunction,"Harshita Kaul, Lea Isermann, ..., Aleksandra Trifunovic",37.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,adipose_axis; lipid_metabolism,"adipose_axis: adipocytes, adipose tissue, brown adipocyte, brown adipose tissue | lipid_metabolism: fatty acid oxidation",10.1038/s42255-025-01332-8,https://doi.org/10.1038/s42255-025-01332-8,,,,,"Abstract Mitochondria have a crucial role in regulating cellular homeostasis in response to intrinsic and extrinsic cues by changing cellular metabolism to meet these challenges. However, the molecular underpinnings of this regulation and the complete spectrum of these physiological outcomes remain largely unexplored. In this study, we elucidate the mechanisms driving the whitening phenotype in brown adipose tissue (BAT) deficient in the mitochondrial matrix protease CLPP. Here we show that CLPP-deficient BAT shows aberrant accumulation of lipid droplets, which occurs independently of defects in oxygen consumption and fatty acid oxidation. Our results indicate that mitochondrial dysfunction due to CLPP deficiency leads to the build-up of the oncometabolite d -2-hydroxyglutarate ( d -2HG), which in turn promotes lipid droplet enlargement. We further demonstrate that d -2HG influences gene expression and decreases nuclear stiffness by modifying epigenetic signatures. We propose that lipid accumulation and altered nuclear stiffness regulated through 2HG are stress responses to mitochondrial dysfunction in BAT."
all-time,current,Nature Metabolism,7,6,"Volume 7, Issue 6, Jun 2025",2025-06-03,Cysteine depletion triggers adipose tissue thermogenesis and weight loss,"Aileen H. Lee, Lucie Orliaguet, ..., Vishwa Deep Dixit",13.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipose tissue,10.1038/s42255-025-01297-8,https://doi.org/10.1038/s42255-025-01297-8,,,,,
all-time,current,Nature Metabolism,7,5,"Volume 7, Issue 5, May 2025",2025-05-13,Towards a consensus atlas of human and mouse adipose tissue at single-cell resolution,"Anne Loft, Margo P. Emont, ..., Evan D. Rosen",13.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipose tissue,10.1038/s42255-025-01296-9,https://doi.org/10.1038/s42255-025-01296-9,,,,,
all-time,current,Nature Metabolism,7,5,"Volume 7, Issue 5, Apr 2025",2025-04-15,GDF15 links adipose tissue lipolysis with anxiety,"Logan K. Townsend, Dongdong Wang, ..., Gregory R. Steinberg",21.0,Must read,3,Liver metabolism / MASLD; Adipose tissue / adipocyte biology,adipose_axis; lipid_metabolism,adipose_axis: adipose tissue | lipid_metabolism: lipolysis,10.1038/s42255-025-01264-3,https://doi.org/10.1038/s42255-025-01264-3,,,,,
all-time,current,Nature Metabolism,7,5,"Volume 7, Issue 5, Apr 2025",2025-04-15,Signalling from adipose tissue to the brain is not just about leptin,Peter Arner,13.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipose tissue,10.1038/s42255-025-01277-y,https://doi.org/10.1038/s42255-025-01277-y,,,,,
all-time,current,Nature Metabolism,7,5,"Volume 7, Issue 5, Apr 2025",2025-04-11,NK cell-derived IFNγ mobilizes free fatty acids from adipose tissue to promote early B cell activation during viral infection,"Mia Krapić, Inga Kavazović, ..., Felix M. Wensveen",13.0,Worth scanning,2,Adipose tissue / adipocyte biology,adipose_axis,adipose_axis: adipose tissue,10.1038/s42255-025-01273-2,https://doi.org/10.1038/s42255-025-01273-2,,,,,
